run_id,model_mode,benchmark,prompt_version,row_type,subject,question_id,prediction,answer,correct,correct_count,total_count,accuracy
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,59,B,A,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,60,A,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,61,A,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,62,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,63,A,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,64,C,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,65,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,66,C,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,67,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,68,A,A,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,69,A,A,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,70,D,D,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,71,B,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,72,C,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,73,B,B,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,74,B,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,75,A,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,76,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,77,C,A,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,78,A,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,79,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,80,A,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,81,A,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,82,A,A,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,83,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,84,B,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,85,B,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,86,A,A,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,87,B,A,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,88,D,A,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,89,B,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,90,A,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,91,B,B,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,92,C,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,93,B,A,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,94,C,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,95,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,96,C,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,97,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,98,C,C,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,abstract_algebra,99,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,100,A,A,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,101,B,B,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,102,A,A,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,103,B,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,104,B,B,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,105,C,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,106,B,A,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,107,B,B,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,108,B,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,109,B,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,110,D,D,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,111,A,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,112,D,D,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,113,D,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,114,C,A,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,115,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,116,A,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,117,D,D,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,118,A,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,119,C,C,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,120,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,121,B,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,122,A,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,123,A,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,124,B,B,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,125,D,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,126,C,C,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,127,A,A,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,128,C,C,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,129,A,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,130,C,C,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,131,A,A,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,132,B,B,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,133,D,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,134,B,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,135,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,136,D,D,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,137,C,C,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,138,C,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,139,C,C,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,140,C,C,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,141,B,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,142,B,B,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,143,C,C,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,144,D,A,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,145,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,146,B,B,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,147,D,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,148,A,A,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,149,B,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,150,D,D,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,151,D,D,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,152,A,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,153,D,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,154,A,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,155,B,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,156,A,A,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,157,C,C,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,158,D,D,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,159,B,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,160,D,D,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,161,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,162,A,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,163,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,164,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,165,C,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,166,D,D,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,167,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,168,A,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,169,D,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,170,A,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,171,A,A,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,172,B,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,173,B,A,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,174,D,D,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,175,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,176,B,A,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,177,D,A,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,178,C,C,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,179,B,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,180,B,B,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,181,A,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,182,B,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,183,B,B,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,184,D,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,185,C,C,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,186,C,C,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,187,B,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,188,D,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,189,A,A,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,190,D,D,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,191,A,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,192,D,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,193,B,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,194,B,A,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,195,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,196,A,A,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,197,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,198,A,A,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,199,C,C,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,200,B,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,201,A,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,202,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,203,C,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,204,A,A,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,205,A,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,206,D,C,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,207,A,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,208,D,D,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,209,A,A,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,210,C,C,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,211,C,C,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,212,D,D,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,213,A,A,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,214,A,A,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,215,B,B,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,216,A,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,217,B,B,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,218,D,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,219,A,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,220,C,C,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,221,B,B,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,222,C,C,1,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,223,D,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,224,A,D,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,225,C,B,0,,,
7B-AB-00-MMLU,adapter,mmlu,subject_v1,question,anatomy,226,C,C,1,,,
