run_id,benchmark,subject,question_id,prediction,answer,correct
AB-01-C4-R3-S100,mmlu,abstract_algebra,99,C,C,1
AB-01-C4-R3-S100,mmlu,anatomy,100,B,A,0
AB-01-C4-R3-S100,mmlu,anatomy,101,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,102,C,A,0
AB-01-C4-R3-S100,mmlu,anatomy,103,D,C,0
AB-01-C4-R3-S100,mmlu,anatomy,104,C,B,0
AB-01-C4-R3-S100,mmlu,anatomy,105,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,106,D,A,0
AB-01-C4-R3-S100,mmlu,anatomy,107,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,108,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,109,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,110,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,111,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,112,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,113,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,114,B,A,0
AB-01-C4-R3-S100,mmlu,anatomy,115,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,116,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,117,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,118,C,D,0
AB-01-C4-R3-S100,mmlu,anatomy,119,C,C,1
AB-01-C4-R3-S100,mmlu,anatomy,120,C,C,1
AB-01-C4-R3-S100,mmlu,anatomy,121,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,122,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,123,C,B,0
AB-01-C4-R3-S100,mmlu,anatomy,124,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,125,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,126,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,127,B,A,0
AB-01-C4-R3-S100,mmlu,anatomy,128,C,C,1
AB-01-C4-R3-S100,mmlu,anatomy,129,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,130,C,C,1
AB-01-C4-R3-S100,mmlu,anatomy,131,B,A,0
AB-01-C4-R3-S100,mmlu,anatomy,132,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,133,D,B,0
AB-01-C4-R3-S100,mmlu,anatomy,134,C,C,1
AB-01-C4-R3-S100,mmlu,anatomy,135,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,136,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,137,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,138,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,139,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,140,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,141,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,142,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,143,C,C,1
AB-01-C4-R3-S100,mmlu,anatomy,144,B,A,0
AB-01-C4-R3-S100,mmlu,anatomy,145,C,C,1
AB-01-C4-R3-S100,mmlu,anatomy,146,C,B,0
AB-01-C4-R3-S100,mmlu,anatomy,147,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,148,B,A,0
AB-01-C4-R3-S100,mmlu,anatomy,149,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,150,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,151,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,152,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,153,C,B,0
AB-01-C4-R3-S100,mmlu,anatomy,154,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,155,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,156,B,A,0
AB-01-C4-R3-S100,mmlu,anatomy,157,C,C,1
AB-01-C4-R3-S100,mmlu,anatomy,158,D,D,1
AB-01-C4-R3-S100,mmlu,anatomy,159,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,160,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,161,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,162,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,163,C,C,1
AB-01-C4-R3-S100,mmlu,anatomy,164,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,165,C,B,0
AB-01-C4-R3-S100,mmlu,anatomy,166,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,167,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,168,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,169,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,170,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,171,B,A,0
AB-01-C4-R3-S100,mmlu,anatomy,172,C,D,0
AB-01-C4-R3-S100,mmlu,anatomy,173,C,A,0
AB-01-C4-R3-S100,mmlu,anatomy,174,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,175,C,C,1
AB-01-C4-R3-S100,mmlu,anatomy,176,B,A,0
AB-01-C4-R3-S100,mmlu,anatomy,177,B,A,0
AB-01-C4-R3-S100,mmlu,anatomy,178,C,C,1
AB-01-C4-R3-S100,mmlu,anatomy,179,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,180,D,B,0
AB-01-C4-R3-S100,mmlu,anatomy,181,C,B,0
AB-01-C4-R3-S100,mmlu,anatomy,182,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,183,C,B,0
AB-01-C4-R3-S100,mmlu,anatomy,184,C,B,0
AB-01-C4-R3-S100,mmlu,anatomy,185,C,C,1
AB-01-C4-R3-S100,mmlu,anatomy,186,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,187,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,188,C,C,1
AB-01-C4-R3-S100,mmlu,anatomy,189,B,A,0
AB-01-C4-R3-S100,mmlu,anatomy,190,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,191,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,192,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,193,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,194,B,A,0
AB-01-C4-R3-S100,mmlu,anatomy,195,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,196,B,A,0
AB-01-C4-R3-S100,mmlu,anatomy,197,C,C,1
AB-01-C4-R3-S100,mmlu,anatomy,198,C,A,0
AB-01-C4-R3-S100,mmlu,anatomy,199,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,200,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,201,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,202,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,203,C,B,0
AB-01-C4-R3-S100,mmlu,anatomy,204,B,A,0
AB-01-C4-R3-S100,mmlu,anatomy,205,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,206,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,207,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,208,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,209,B,A,0
AB-01-C4-R3-S100,mmlu,anatomy,210,C,C,1
AB-01-C4-R3-S100,mmlu,anatomy,211,C,C,1
AB-01-C4-R3-S100,mmlu,anatomy,212,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,213,C,A,0
AB-01-C4-R3-S100,mmlu,anatomy,214,C,A,0
AB-01-C4-R3-S100,mmlu,anatomy,215,C,B,0
AB-01-C4-R3-S100,mmlu,anatomy,216,C,D,0
AB-01-C4-R3-S100,mmlu,anatomy,217,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,218,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,219,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,220,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,221,C,B,0
AB-01-C4-R3-S100,mmlu,anatomy,222,C,C,1
AB-01-C4-R3-S100,mmlu,anatomy,223,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,224,B,D,0
AB-01-C4-R3-S100,mmlu,anatomy,225,B,B,1
AB-01-C4-R3-S100,mmlu,anatomy,226,D,C,0
AB-01-C4-R3-S100,mmlu,anatomy,227,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,228,C,A,0
AB-01-C4-R3-S100,mmlu,anatomy,229,B,A,0
AB-01-C4-R3-S100,mmlu,anatomy,230,B,A,0
AB-01-C4-R3-S100,mmlu,anatomy,231,D,D,1
AB-01-C4-R3-S100,mmlu,anatomy,232,B,A,0
AB-01-C4-R3-S100,mmlu,anatomy,233,B,C,0
AB-01-C4-R3-S100,mmlu,anatomy,234,C,D,0
AB-01-C4-R3-S100,mmlu,astronomy,235,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,236,C,D,0
AB-01-C4-R3-S100,mmlu,astronomy,237,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,238,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,239,D,D,1
AB-01-C4-R3-S100,mmlu,astronomy,240,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,241,B,B,1
AB-01-C4-R3-S100,mmlu,astronomy,242,B,B,1
AB-01-C4-R3-S100,mmlu,astronomy,243,C,D,0
AB-01-C4-R3-S100,mmlu,astronomy,244,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,245,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,246,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,247,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,248,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,249,C,B,0
AB-01-C4-R3-S100,mmlu,astronomy,250,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,251,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,252,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,253,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,254,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,255,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,256,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,257,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,258,B,B,1
AB-01-C4-R3-S100,mmlu,astronomy,259,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,260,C,D,0
AB-01-C4-R3-S100,mmlu,astronomy,261,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,262,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,263,B,B,1
AB-01-C4-R3-S100,mmlu,astronomy,264,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,265,C,B,0
AB-01-C4-R3-S100,mmlu,astronomy,266,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,267,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,268,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,269,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,270,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,271,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,272,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,273,B,B,1
AB-01-C4-R3-S100,mmlu,astronomy,274,B,B,1
AB-01-C4-R3-S100,mmlu,astronomy,275,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,276,C,D,0
AB-01-C4-R3-S100,mmlu,astronomy,277,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,278,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,279,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,280,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,281,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,282,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,283,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,284,B,B,1
AB-01-C4-R3-S100,mmlu,astronomy,285,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,286,C,D,0
AB-01-C4-R3-S100,mmlu,astronomy,287,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,288,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,289,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,290,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,291,D,D,1
AB-01-C4-R3-S100,mmlu,astronomy,292,C,D,0
AB-01-C4-R3-S100,mmlu,astronomy,293,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,294,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,295,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,296,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,297,C,B,0
AB-01-C4-R3-S100,mmlu,astronomy,298,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,299,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,300,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,301,B,B,1
AB-01-C4-R3-S100,mmlu,astronomy,302,C,B,0
AB-01-C4-R3-S100,mmlu,astronomy,303,B,B,1
AB-01-C4-R3-S100,mmlu,astronomy,304,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,305,B,B,1
AB-01-C4-R3-S100,mmlu,astronomy,306,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,307,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,308,C,D,0
AB-01-C4-R3-S100,mmlu,astronomy,309,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,310,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,311,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,312,C,A,0
AB-01-C4-R3-S100,mmlu,astronomy,313,B,B,1
AB-01-C4-R3-S100,mmlu,astronomy,314,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,315,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,316,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,317,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,318,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,319,C,A,0
AB-01-C4-R3-S100,mmlu,astronomy,320,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,321,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,322,B,B,1
AB-01-C4-R3-S100,mmlu,astronomy,323,D,C,0
AB-01-C4-R3-S100,mmlu,astronomy,324,C,D,0
AB-01-C4-R3-S100,mmlu,astronomy,325,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,326,B,B,1
AB-01-C4-R3-S100,mmlu,astronomy,327,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,328,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,329,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,330,B,B,1
AB-01-C4-R3-S100,mmlu,astronomy,331,C,D,0
AB-01-C4-R3-S100,mmlu,astronomy,332,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,333,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,334,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,335,C,A,0
AB-01-C4-R3-S100,mmlu,astronomy,336,C,D,0
AB-01-C4-R3-S100,mmlu,astronomy,337,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,338,C,D,0
AB-01-C4-R3-S100,mmlu,astronomy,339,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,340,C,A,0
AB-01-C4-R3-S100,mmlu,astronomy,341,C,B,0
AB-01-C4-R3-S100,mmlu,astronomy,342,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,343,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,344,B,B,1
AB-01-C4-R3-S100,mmlu,astronomy,345,B,B,1
AB-01-C4-R3-S100,mmlu,astronomy,346,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,347,C,D,0
AB-01-C4-R3-S100,mmlu,astronomy,348,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,349,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,350,C,D,0
AB-01-C4-R3-S100,mmlu,astronomy,351,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,352,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,353,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,354,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,355,B,B,1
AB-01-C4-R3-S100,mmlu,astronomy,356,C,B,0
AB-01-C4-R3-S100,mmlu,astronomy,357,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,358,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,359,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,360,C,D,0
AB-01-C4-R3-S100,mmlu,astronomy,361,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,362,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,363,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,364,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,365,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,366,B,B,1
AB-01-C4-R3-S100,mmlu,astronomy,367,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,368,C,B,0
AB-01-C4-R3-S100,mmlu,astronomy,369,C,D,0
AB-01-C4-R3-S100,mmlu,astronomy,370,C,D,0
AB-01-C4-R3-S100,mmlu,astronomy,371,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,372,C,D,0
AB-01-C4-R3-S100,mmlu,astronomy,373,D,D,1
AB-01-C4-R3-S100,mmlu,astronomy,374,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,375,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,376,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,377,C,C,1
AB-01-C4-R3-S100,mmlu,astronomy,378,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,379,B,B,1
AB-01-C4-R3-S100,mmlu,astronomy,380,B,D,0
AB-01-C4-R3-S100,mmlu,astronomy,381,B,B,1
AB-01-C4-R3-S100,mmlu,astronomy,382,C,A,0
AB-01-C4-R3-S100,mmlu,astronomy,383,D,D,1
AB-01-C4-R3-S100,mmlu,astronomy,384,B,A,0
AB-01-C4-R3-S100,mmlu,astronomy,385,B,C,0
AB-01-C4-R3-S100,mmlu,astronomy,386,B,B,1
AB-01-C4-R3-S100,mmlu,business_ethics,387,B,C,0
AB-01-C4-R3-S100,mmlu,business_ethics,388,B,B,1
AB-01-C4-R3-S100,mmlu,business_ethics,389,B,D,0
AB-01-C4-R3-S100,mmlu,business_ethics,390,C,D,0
AB-01-C4-R3-S100,mmlu,business_ethics,391,B,B,1
AB-01-C4-R3-S100,mmlu,business_ethics,392,B,B,1
AB-01-C4-R3-S100,mmlu,business_ethics,393,C,B,0
AB-01-C4-R3-S100,mmlu,business_ethics,394,B,A,0
AB-01-C4-R3-S100,mmlu,business_ethics,395,B,B,1
AB-01-C4-R3-S100,mmlu,business_ethics,396,B,C,0
AB-01-C4-R3-S100,mmlu,business_ethics,397,C,C,1
AB-01-C4-R3-S100,mmlu,business_ethics,398,B,C,0
AB-01-C4-R3-S100,mmlu,business_ethics,399,A,D,0
AB-01-C4-R3-S100,mmlu,business_ethics,400,C,B,0
AB-01-C4-R3-S100,mmlu,business_ethics,401,C,D,0
AB-01-C4-R3-S100,mmlu,business_ethics,402,B,B,1
AB-01-C4-R3-S100,mmlu,business_ethics,403,C,A,0
AB-01-C4-R3-S100,mmlu,business_ethics,404,C,C,1
AB-01-C4-R3-S100,mmlu,business_ethics,405,C,C,1
AB-01-C4-R3-S100,mmlu,business_ethics,406,C,A,0
AB-01-C4-R3-S100,mmlu,business_ethics,407,B,A,0
AB-01-C4-R3-S100,mmlu,business_ethics,408,C,B,0
AB-01-C4-R3-S100,mmlu,business_ethics,409,C,C,1
AB-01-C4-R3-S100,mmlu,business_ethics,410,B,A,0
AB-01-C4-R3-S100,mmlu,business_ethics,411,C,A,0
AB-01-C4-R3-S100,mmlu,business_ethics,412,B,B,1
AB-01-C4-R3-S100,mmlu,business_ethics,413,C,B,0
AB-01-C4-R3-S100,mmlu,business_ethics,414,B,C,0
AB-01-C4-R3-S100,mmlu,business_ethics,415,B,D,0
AB-01-C4-R3-S100,mmlu,business_ethics,416,B,D,0
AB-01-C4-R3-S100,mmlu,business_ethics,417,B,A,0
AB-01-C4-R3-S100,mmlu,business_ethics,418,A,A,1
AB-01-C4-R3-S100,mmlu,business_ethics,419,C,D,0
AB-01-C4-R3-S100,mmlu,business_ethics,420,B,A,0
AB-01-C4-R3-S100,mmlu,business_ethics,421,B,D,0
AB-01-C4-R3-S100,mmlu,business_ethics,422,B,C,0
AB-01-C4-R3-S100,mmlu,business_ethics,423,D,B,0
AB-01-C4-R3-S100,mmlu,business_ethics,424,B,D,0
